gejala,relevance_score,nama_herb,nama_latin,nama_lokal,link_gambar,deskripsi_khasiat,mengatasi_gejala,komposisi,cara_menggunakan
Kulit berminyak,"0,4",Mengkudu,Morinda citrifolia,Pace (Jawa); Cengkudu (Sunda); Kodhuk (Madura); Wengkudu (Bali),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman buah yang sering digunakan dalam pengobatan tradisional untuk meningkatkan kesehatan. Buahnya mengandung senyawa bioaktif yang memiliki sifat antimikroba dan antiinflamasi. Khasiatnya meliputi membantu meningkatkan sistem kekebalan tubuh, mengurangi nyeri sendi, dan menjaga fungsi hati. Selain itu, tanaman ini juga dipercaya mampu mengatasi masalah pernapasan.","Sembelit
Nyeri otot
Sariawan
Kulit berminyak
Stres","Scopoletin, terpenoid, iridoid.","Ambil beberapa daun mengkudu, tumbuk halus, dan campurkan dengan sedikit air hingga menjadi pasta. Oleskan pasta ini pada wajah yang berminyak. Sifat antibakteri dan anti-inflamasi pada mengkudu dapat membantu mengontrol produksi minyak berlebih."
Stres,"0,6",Mengkudu,Morinda citrifolia,Pace (Jawa); Cengkudu (Sunda); Kodhuk (Madura); Wengkudu (Bali),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman buah yang sering digunakan dalam pengobatan tradisional untuk meningkatkan kesehatan. Buahnya mengandung senyawa bioaktif yang memiliki sifat antimikroba dan antiinflamasi. Khasiatnya meliputi membantu meningkatkan sistem kekebalan tubuh, mengurangi nyeri sendi, dan menjaga fungsi hati. Selain itu, tanaman ini juga dipercaya mampu mengatasi masalah pernapasan.","Sembelit
Nyeri otot
Sariawan
Kulit berminyak
Stres","Scopoletin, terpenoid, iridoid.","Rebus 3-5 daun mengkudu dalam 1 gelas air hingga mendidih. Setelah disaring, minum air rebusan ini. Mengkudu dapat membantu menenangkan sistem saraf pusat, sehingga membantu meredakan stres dan kecemasan yang berlebihan."
Stres,"0,8",Murbei,Morus alba,"Arben (Sunda); Murbai (Jawa); Kerta, kitau (Sumatera)",https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman perdu yang daunnya sering digunakan dalam pengobatan tradisional. Daunnya mengandung senyawa bioaktif yang memiliki sifat antidiabetes dan antihipertensi. Khasiatnya meliputi membantu menurunkan kadar gula darah, menjaga kesehatan mata, dan memperbaiki fungsi metabolisme. Selain itu, tanaman ini juga sering digunakan sebagai pakan ulat sutra.","Stres
Gangguan pencernaan
Nyeri otot
Kulit gatal
Sakit kepala","Flavonoid, alkaloid, morusin.","Rebus 5-7 daun murbei dalam 1 gelas air hingga mendidih. Setelah disaring, minum air rebusan ini secara perlahan. Daun murbei memiliki sifat menenangkan yang dapat membantu meredakan kecemasan dan memberikan efek relaksasi pada sistem saraf."
Gangguan pencernaan,"0,7",Murbei,Morus alba,"Arben (Sunda); Murbai (Jawa); Kerta, kitau (Sumatera)",https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman perdu yang daunnya sering digunakan dalam pengobatan tradisional. Daunnya mengandung senyawa bioaktif yang memiliki sifat antidiabetes dan antihipertensi. Khasiatnya meliputi membantu menurunkan kadar gula darah, menjaga kesehatan mata, dan memperbaiki fungsi metabolisme. Selain itu, tanaman ini juga sering digunakan sebagai pakan ulat sutra.","Stres
Gangguan pencernaan
Nyeri otot
Kulit gatal
Sakit kepala","Flavonoid, alkaloid, morusin.","Rebus 3-5 daun murbei dalam 1 gelas air. Minum air rebusan ini 1-2 kali sehari untuk membantu meredakan gangguan pencernaan, seperti rasa kembung atau perut tidak nyaman. Murbei dapat membantu menenangkan saluran pencernaan."
Nyeri otot,"0,6",Murbei,Morus alba,"Arben (Sunda); Murbai (Jawa); Kerta, kitau (Sumatera)",https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman perdu yang daunnya sering digunakan dalam pengobatan tradisional. Daunnya mengandung senyawa bioaktif yang memiliki sifat antidiabetes dan antihipertensi. Khasiatnya meliputi membantu menurunkan kadar gula darah, menjaga kesehatan mata, dan memperbaiki fungsi metabolisme. Selain itu, tanaman ini juga sering digunakan sebagai pakan ulat sutra.","Stres
Gangguan pencernaan
Nyeri otot
Kulit gatal
Sakit kepala","Flavonoid, alkaloid, morusin.",Rebus 5 daun murbei dalam 1 gelas air dan minum secara perlahan. Kandungan antiinflamasi dalam daun murbei dapat membantu meredakan nyeri otot dan ketegangan otot setelah aktivitas fisik yang intens.
Kulit gatal,"0,5",Murbei,Morus alba,"Arben (Sunda); Murbai (Jawa); Kerta, kitau (Sumatera)",https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman perdu yang daunnya sering digunakan dalam pengobatan tradisional. Daunnya mengandung senyawa bioaktif yang memiliki sifat antidiabetes dan antihipertensi. Khasiatnya meliputi membantu menurunkan kadar gula darah, menjaga kesehatan mata, dan memperbaiki fungsi metabolisme. Selain itu, tanaman ini juga sering digunakan sebagai pakan ulat sutra.","Stres
Gangguan pencernaan
Nyeri otot
Kulit gatal
Sakit kepala","Flavonoid, alkaloid, morusin.","Ambil beberapa daun murbei, tumbuk halus, dan campurkan dengan sedikit air hingga menjadi pasta. Oleskan pada area kulit yang gatal atau iritasi. Murbei memiliki sifat anti-inflamasi dan antibakteri yang dapat membantu meredakan gatal akibat alergi atau iritasi."
Sakit kepala,"0,6",Murbei,Morus alba,"Arben (Sunda); Murbai (Jawa); Kerta, kitau (Sumatera)",https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman perdu yang daunnya sering digunakan dalam pengobatan tradisional. Daunnya mengandung senyawa bioaktif yang memiliki sifat antidiabetes dan antihipertensi. Khasiatnya meliputi membantu menurunkan kadar gula darah, menjaga kesehatan mata, dan memperbaiki fungsi metabolisme. Selain itu, tanaman ini juga sering digunakan sebagai pakan ulat sutra.","Stres
Gangguan pencernaan
Nyeri otot
Kulit gatal
Sakit kepala","Flavonoid, alkaloid, morusin.",Ambil beberapa daun murbei dan rebus dalam 1 gelas air hingga tersisa setengahnya. Saring dan minum air rebusan ini. Daun murbei mengandung senyawa yang memiliki efek analgesik ringan yang dapat membantu meredakan sakit kepala ringan.
Tidak nafsu makan,"0,5",Nanas,Ananas comosus,Manas (Bali); Nanati (Gorontalo); Hanas (Batak),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman buah tropis yang sering dikonsumsi untuk kesehatan. Buahnya mengandung enzim bromelain yang memiliki sifat antiinflamasi dan membantu pencernaan. Khasiatnya meliputi membantu meredakan nyeri sendi, mempercepat penyembuhan luka, dan meningkatkan imunitas. Selain itu, tanaman ini juga dipercaya mampu menjaga kesehatan kulit.","Tidak nafsu makan
Sembelit
Sakit tenggorokan
Kulit kering
Kulit gatal","Bromelain, vitamin C, mangan.",Konsumsi jus nanas segar sebelum makan. Nanas dapat merangsang nafsu makan berkat kandungan enzim bromelain yang membantu pencernaan dan memperbaiki metabolisme tubuh.
Sembelit,"0,9",Nanas,Ananas comosus,Manas (Bali); Nanati (Gorontalo); Hanas (Batak),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman buah tropis yang sering dikonsumsi untuk kesehatan. Buahnya mengandung enzim bromelain yang memiliki sifat antiinflamasi dan membantu pencernaan. Khasiatnya meliputi membantu meredakan nyeri sendi, mempercepat penyembuhan luka, dan meningkatkan imunitas. Selain itu, tanaman ini juga dipercaya mampu menjaga kesehatan kulit.","Tidak nafsu makan
Sembelit
Sakit tenggorokan
Kulit kering
Kulit gatal","Bromelain, vitamin C, mangan.","Ambil beberapa potong buah nanas matang dan makan langsung atau jus nanas segar. Nanas kaya akan serat dan bromelain yang membantu meningkatkan pergerakan usus, melancarkan pencernaan, dan meredakan sembelit."
Sakit tenggorokan,"0,6",Nanas,Ananas comosus,Manas (Bali); Nanati (Gorontalo); Hanas (Batak),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman buah tropis yang sering dikonsumsi untuk kesehatan. Buahnya mengandung enzim bromelain yang memiliki sifat antiinflamasi dan membantu pencernaan. Khasiatnya meliputi membantu meredakan nyeri sendi, mempercepat penyembuhan luka, dan meningkatkan imunitas. Selain itu, tanaman ini juga dipercaya mampu menjaga kesehatan kulit.","Tidak nafsu makan
Sembelit
Sakit tenggorokan
Kulit kering
Kulit gatal","Bromelain, vitamin C, mangan.","Campurkan jus nanas segar dengan sedikit madu, lalu minum perlahan. Nanas memiliki sifat antibakteri yang dapat membantu meredakan iritasi tenggorokan, sedangkan madu berfungsi menenangkan dan melembapkan tenggorokan."
Kulit kering,"0,5",Nanas,Ananas comosus,Manas (Bali); Nanati (Gorontalo); Hanas (Batak),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman buah tropis yang sering dikonsumsi untuk kesehatan. Buahnya mengandung enzim bromelain yang memiliki sifat antiinflamasi dan membantu pencernaan. Khasiatnya meliputi membantu meredakan nyeri sendi, mempercepat penyembuhan luka, dan meningkatkan imunitas. Selain itu, tanaman ini juga dipercaya mampu menjaga kesehatan kulit.","Tidak nafsu makan
Sembelit
Sakit tenggorokan
Kulit kering
Kulit gatal","Bromelain, vitamin C, mangan.","Konsumsi potongan buah nanas segar atau minum jus nanas secara teratur. Nanas mengandung banyak air dan vitamin C, yang dapat membantu melembapkan kulit dan memberikan nutrisi yang diperlukan untuk menjaga kelembapan alami kulit."
Kulit gatal,"0,4",Nanas,Ananas comosus,Manas (Bali); Nanati (Gorontalo); Hanas (Batak),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman buah tropis yang sering dikonsumsi untuk kesehatan. Buahnya mengandung enzim bromelain yang memiliki sifat antiinflamasi dan membantu pencernaan. Khasiatnya meliputi membantu meredakan nyeri sendi, mempercepat penyembuhan luka, dan meningkatkan imunitas. Selain itu, tanaman ini juga dipercaya mampu menjaga kesehatan kulit.","Tidak nafsu makan
Sembelit
Sakit tenggorokan
Kulit kering
Kulit gatal","Bromelain, vitamin C, mangan.",Oleskan irisan nanas segar pada area kulit yang gatal. Nanas mengandung enzim bromelain yang memiliki sifat anti-inflamasi yang dapat membantu mengurangi gatal dan iritasi ringan pada kulit.
Nyeri sendi,"0,8",Nona makan sirih,Annona squamosa,Sarikaya (Kalimantan); Kembang Loro Ati (Jawa); Bunga Nyonya Nginang (Batak),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman buah tropis dengan rasa manis yang khas. Biji buahnya sering digunakan dalam pengobatan tradisional untuk mengatasi gangguan kulit. Khasiatnya meliputi membantu melindungi sistem imun, mengurangi risiko infeksi, dan memperbaiki kesehatan kulit. Selain itu, tanaman ini juga dipercaya memiliki efek menenangkan.","Nyeri sendi
Iritasi kulit
Kram perut
Sakit tenggorokan
Stres","Annonacin, tanin, saponin",Rebus 5-7 daun Nona Makan Sirih dalam 1 gelas air. Minum air rebusan ini 1-2 kali sehari untuk meredakan nyeri pada sendi. Daun ini memiliki efek anti-inflamasi yang dapat membantu mengurangi rasa sakit dan pembengkakan.
Iritasi kulit,"0,7",Nona makan sirih,Annona squamosa,Sarikaya (Kalimantan); Kembang Loro Ati (Jawa); Bunga Nyonya Nginang (Batak),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman buah tropis dengan rasa manis yang khas. Biji buahnya sering digunakan dalam pengobatan tradisional untuk mengatasi gangguan kulit. Khasiatnya meliputi membantu melindungi sistem imun, mengurangi risiko infeksi, dan memperbaiki kesehatan kulit. Selain itu, tanaman ini juga dipercaya memiliki efek menenangkan.","Nyeri sendi
Iritasi kulit
Kram perut
Sakit tenggorokan
Stres","Annonacin, tanin, saponin","Tumbuk daun Nona Makan Sirih hingga halus, kemudian aplikasikan pada area kulit yang iritasi. Sifat anti-inflamasi dan antibakteri dari daun ini dapat membantu mencegah infeksi pada kulit."
Kram perut,"0,8",Nona makan sirih,Annona squamosa,Sarikaya (Kalimantan); Kembang Loro Ati (Jawa); Bunga Nyonya Nginang (Batak),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman buah tropis dengan rasa manis yang khas. Biji buahnya sering digunakan dalam pengobatan tradisional untuk mengatasi gangguan kulit. Khasiatnya meliputi membantu melindungi sistem imun, mengurangi risiko infeksi, dan memperbaiki kesehatan kulit. Selain itu, tanaman ini juga dipercaya memiliki efek menenangkan.","Nyeri sendi
Iritasi kulit
Kram perut
Sakit tenggorokan
Stres","Annonacin, tanin, saponin","Rebus 5-7 helai daun Nona Makan Sirih dalam 1 gelas air hingga tersisa setengahnya, lalu saring dan minum. Tanaman ini memiliki sifat antispasmodik yang dapat membantu mengurangi kram perut."
Sakit tenggorokan,"0,7",Nona makan sirih,Annona squamosa,Sarikaya (Kalimantan); Kembang Loro Ati (Jawa); Bunga Nyonya Nginang (Batak),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman buah tropis dengan rasa manis yang khas. Biji buahnya sering digunakan dalam pengobatan tradisional untuk mengatasi gangguan kulit. Khasiatnya meliputi membantu melindungi sistem imun, mengurangi risiko infeksi, dan memperbaiki kesehatan kulit. Selain itu, tanaman ini juga dipercaya memiliki efek menenangkan.","Nyeri sendi
Iritasi kulit
Kram perut
Sakit tenggorokan
Stres","Annonacin, tanin, saponin","Rebus 5 helai daun Nona Makan Sirih dalam 1 gelas air. Setelah mendidih, saring dan biarkan airnya sedikit dingin sebelum berkumur. Berkumur dengan air rebusan ini dapat membantu meredakan sakit tenggorokan."
Stres,"0,6",Nona makan sirih,Annona squamosa,Sarikaya (Kalimantan); Kembang Loro Ati (Jawa); Bunga Nyonya Nginang (Batak),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman buah tropis dengan rasa manis yang khas. Biji buahnya sering digunakan dalam pengobatan tradisional untuk mengatasi gangguan kulit. Khasiatnya meliputi membantu melindungi sistem imun, mengurangi risiko infeksi, dan memperbaiki kesehatan kulit. Selain itu, tanaman ini juga dipercaya memiliki efek menenangkan.","Nyeri sendi
Iritasi kulit
Kram perut
Sakit tenggorokan
Stres","Annonacin, tanin, saponin","Rebus 5 helai daun Nona Makan Sirih dalam 1 gelas air, kemudian saring dan minum perlahan. Tanaman ini dapat memberikan efek relaksasi pada tubuh dan membantu mengurangi gejala stres atau kecemasan."
Demam,"0,7",Pacar air,Impatiens balsamina,"Pacar Cai, Pacar Banyu (Jawa); Lahine (Sumatra); Kolondingi Unggaagu (Gorontalo)",https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman hias dengan bunga berwarna cerah yang sering digunakan dalam pengobatan tradisional. Daunnya mengandung senyawa bioaktif yang memiliki sifat antimikroba dan antiinflamasi. Khasiatnya meliputi membantu mempercepat penyembuhan luka, meredakan nyeri, dan mengatasi infeksi ringan. Selain itu, tanaman ini juga dipercaya mampu menjaga kesehatan kulit.","Demam
Kulit gatal
Luka bakar ringan
Nyeri sendi
Sakit tenggorokan","Flavonoid, saponin, tanin","Rebus 5-7 helai daun pacar air dalam 1 gelas air. Setelah airnya tersisa setengahnya, saring dan minum air rebusannya untuk membantu menurunkan suhu tubuh dan meredakan demam."
Kulit gatal,"0,8",Pacar air,Impatiens balsamina,"Pacar Cai, Pacar Banyu (Jawa); Lahine (Sumatra); Kolondingi Unggaagu (Gorontalo)",https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman hias dengan bunga berwarna cerah yang sering digunakan dalam pengobatan tradisional. Daunnya mengandung senyawa bioaktif yang memiliki sifat antimikroba dan antiinflamasi. Khasiatnya meliputi membantu mempercepat penyembuhan luka, meredakan nyeri, dan mengatasi infeksi ringan. Selain itu, tanaman ini juga dipercaya mampu menjaga kesehatan kulit.","Demam
Kulit gatal
Luka bakar ringan
Nyeri sendi
Sakit tenggorokan","Flavonoid, saponin, tanin","Tumbuk daun pacar air hingga halus, lalu aplikasikan pada area kulit yang gatal atau iritasi. Kandungan anti-inflamasi dan antiseptik pada daun pacar air dapat membantu mengurangi rasa gatal dan mencegah infeksi."
Luka bakar ringan,"0,9",Pacar air,Impatiens balsamina,"Pacar Cai, Pacar Banyu (Jawa); Lahine (Sumatra); Kolondingi Unggaagu (Gorontalo)",https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman hias dengan bunga berwarna cerah yang sering digunakan dalam pengobatan tradisional. Daunnya mengandung senyawa bioaktif yang memiliki sifat antimikroba dan antiinflamasi. Khasiatnya meliputi membantu mempercepat penyembuhan luka, meredakan nyeri, dan mengatasi infeksi ringan. Selain itu, tanaman ini juga dipercaya mampu menjaga kesehatan kulit.","Demam
Kulit gatal
Luka bakar ringan
Nyeri sendi
Sakit tenggorokan","Flavonoid, saponin, tanin",Tumbuk daun pacar air hingga halus dan oleskan pada area yang terbakar untuk mempercepat penyembuhan dan mengurangi rasa perih.
Nyeri sendi,"0,8",Pacar air,Impatiens balsamina,"Pacar Cai, Pacar Banyu (Jawa); Lahine (Sumatra); Kolondingi Unggaagu (Gorontalo)",https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman hias dengan bunga berwarna cerah yang sering digunakan dalam pengobatan tradisional. Daunnya mengandung senyawa bioaktif yang memiliki sifat antimikroba dan antiinflamasi. Khasiatnya meliputi membantu mempercepat penyembuhan luka, meredakan nyeri, dan mengatasi infeksi ringan. Selain itu, tanaman ini juga dipercaya mampu menjaga kesehatan kulit.","Demam
Kulit gatal
Luka bakar ringan
Nyeri sendi
Sakit tenggorokan","Flavonoid, saponin, tanin",Rebus 5-7 daun pacar air dalam 1 gelas air hingga airnya tersisa setengahnya. Minum air rebusan ini 1-2 kali sehari untuk meredakan nyeri sendi. Sifat anti-inflamasi pada daun pacar air membantu mengurangi pembengkakan dan rasa sakit.
Sakit tenggorokan,"0,6",Pacar air,Impatiens balsamina,"Pacar Cai, Pacar Banyu (Jawa); Lahine (Sumatra); Kolondingi Unggaagu (Gorontalo)",https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman hias dengan bunga berwarna cerah yang sering digunakan dalam pengobatan tradisional. Daunnya mengandung senyawa bioaktif yang memiliki sifat antimikroba dan antiinflamasi. Khasiatnya meliputi membantu mempercepat penyembuhan luka, meredakan nyeri, dan mengatasi infeksi ringan. Selain itu, tanaman ini juga dipercaya mampu menjaga kesehatan kulit.","Demam
Kulit gatal
Luka bakar ringan
Nyeri sendi
Sakit tenggorokan","Flavonoid, saponin, tanin","Rebus beberapa helai daun pacar air dalam 1 gelas air. Setelah mendidih, biarkan sedikit dingin dan gunakan air rebusan ini untuk berkumur. Ini dapat membantu meredakan rasa sakit dan peradangan di tenggorokan."
Pilek,"0,8",Pacar cina,Aglaia odorata,"Culan (Sunda, Sumatra); Pacar Culam (Jawa); Bunga Maniran (Kalimantan)",https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman hias dengan bunga kecil yang harum. Bunganya sering digunakan sebagai pewangi alami dan dalam pengobatan tradisional. Khasiatnya meliputi membantu menenangkan pikiran, meredakan stres, dan meningkatkan kualitas tidur. Selain itu, tanaman ini juga dipercaya mampu memperbaiki suasana hati.","Pilek
Luka bakar ringan
Kulit gatal
Sakit kepala
Batuk","Minyak atsiri, flavonoid, saponin",Rebus daun Pacar Cina dalam air dan hirup uapnya untuk membantu melonggarkan lendir di saluran hidung. Efek dekongestan dari tanaman ini dapat membantu meredakan hidung tersumbat.
Luka bakar ringan,"0,9",Pacar cina,Aglaia odorata,"Culan (Sunda, Sumatra); Pacar Culam (Jawa); Bunga Maniran (Kalimantan)",https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman hias dengan bunga kecil yang harum. Bunganya sering digunakan sebagai pewangi alami dan dalam pengobatan tradisional. Khasiatnya meliputi membantu menenangkan pikiran, meredakan stres, dan meningkatkan kualitas tidur. Selain itu, tanaman ini juga dipercaya mampu memperbaiki suasana hati.","Pilek
Luka bakar ringan
Kulit gatal
Sakit kepala
Batuk","Minyak atsiri, flavonoid, saponin",Oleskan daun Pacar Cina yang sudah dihancurkan pada luka bakar ringan untuk memberikan efek menenangkan. Tanaman ini dapat membantu mempercepat proses penyembuhan dan mencegah infeksi pada luka bakar akibat paparan panas.
